Molecule Name,Molecule ChEMBL ID,Target ChEMBL ID,Target Name,Activity ID,Assay ChEMBL ID,Standard Type,Standard Value,Standard Units,Reference
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806385,CHEMBL3889389,Cmax,76481.24,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806389,CHEMBL3889389,Cmax,78978.59,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806392,CHEMBL3889389,Cmax,75856.9,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806398,CHEMBL3889389,Cmax,81163.76,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806400,CHEMBL3889389,Cmax,50883.44,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806403,CHEMBL3889389,Cmax,69925.7,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806405,CHEMBL3889390,Cmax,37460.2,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806408,CHEMBL3889390,Cmax,33402.01,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806411,CHEMBL3889390,Cmax,25472.94,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806415,CHEMBL3889390,Cmax,53068.61,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806419,CHEMBL3889390,Cmax,40894.05,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806420,CHEMBL3889390,Cmax,60248.49,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806425,CHEMBL3889390,Cmax,42142.72,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806426,CHEMBL3889390,Cmax,75232.57,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806429,CHEMBL3889390,Cmax,62433.66,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806431,CHEMBL3889390,Cmax,35899.36,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806435,CHEMBL3889390,Cmax,74296.06,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806438,CHEMBL3889390,Cmax,79915.09,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806441,CHEMBL3889390,Cmax,94899.17,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806445,CHEMBL3889390,Cmax,91153.15,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806448,CHEMBL3889390,Cmax,86782.79,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806452,CHEMBL3889390,Cmax,56502.47,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806453,CHEMBL3889390,Cmax,32153.34,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806456,CHEMBL3889390,Cmax,55878.13,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806461,CHEMBL3889390,Cmax,41206.22,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806463,CHEMBL3889390,Cmax,40894.05,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806465,CHEMBL3889390,Cmax,36523.69,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806470,CHEMBL3889390,Cmax,70862.21,nM,CHEMBL3832071
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806474,CHEMBL3889454,Cmax,113317.1,nM,CHEMBL3832026
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806476,CHEMBL3889454,Cmax,81475.93,nM,CHEMBL3832026
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806482,CHEMBL3889455,Cmax,115502.28,nM,CHEMBL3832026
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806486,CHEMBL3889455,Cmax,81788.1,nM,CHEMBL3832026
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806489,CHEMBL3889455,Cmax,75232.57,nM,CHEMBL3832026
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806492,CHEMBL3889455,Cmax,58999.81,nM,CHEMBL3832026
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806495,CHEMBL3889455,Cmax,97396.52,nM,CHEMBL3832026
MYCOPHENOLIC ACID,CHEMBL866,CHEMBL372,Homo sapiens,17806499,CHEMBL3889455,Cmax,46825.25,nM,CHEMBL3832026
NALOXONE,CHEMBL80,CHEMBL373,Canis familiaris,18093150,CHEMBL4020404,Cmax,131.35,nM,CHEMBL4017539
NALOXONE,CHEMBL80,CHEMBL373,Canis familiaris,18093155,CHEMBL4020422,Cmax,598.69,nM,CHEMBL4017539
NAPROXEN,CHEMBL154,CHEMBL613564,Brain,7955871,CHEMBL1925436,Cmax,17.07,ug/g,CHEMBL1921703
NAPROXEN,CHEMBL154,CHEMBL376,Rattus norvegicus,14989761,CHEMBL3373046,Cmax,238730.13,nM,CHEMBL3352635
NEFAZODONE,CHEMBL623,CHEMBL372,Homo sapiens,18052107,CHEMBL4011675,Cmax,6800.0,nM,CHEMBL4011582
NELFINAVIR,CHEMBL584,CHEMBL372,Homo sapiens,18052144,CHEMBL4011675,Cmax,7040.0,nM,CHEMBL4011582
NICARDIPINE,CHEMBL1484,CHEMBL612558,ADMET,367572,CHEMBL641858,Cmax,184.0,nM,CHEMBL1145124
NICARDIPINE,CHEMBL1484,CHEMBL372,Homo sapiens,18052145,CHEMBL4011675,Cmax,81.0,nM,CHEMBL4011582
NICLOSAMIDE,CHEMBL1448,CHEMBL375,Mus musculus,18811731,CHEMBL4276072,Cmax,2730.0,nM,CHEMBL4270654
NICLOSAMIDE,CHEMBL1448,CHEMBL612558,ADMET,25619659,CHEMBL5363300,Cmax,1308.39,nM,CHEMBL5360580
NICORANDIL,CHEMBL284906,CHEMBL375,Mus musculus,14647147,CHEMBL3271758,Cmax,201865.71,nM,CHEMBL3259755
NIACIN,CHEMBL573,CHEMBL375,Mus musculus,2340868,CHEMBL1001837,Cmax,71000.0,nM,CHEMBL1150380
NIACIN,CHEMBL573,CHEMBL376,Rattus norvegicus,16540216,CHEMBL3790992,Cmax,60653.07,nM,CHEMBL3785029
NIACIN,CHEMBL573,CHEMBL376,Rattus norvegicus,16540221,CHEMBL3788449,Cmax,2997.32,nM,CHEMBL3785029
NIFEDIPINE,CHEMBL193,CHEMBL372,Homo sapiens,18052146,CHEMBL4011675,Cmax,271.0,nM,CHEMBL4011582
NILOTINIB,CHEMBL255863,CHEMBL612558,ADMET,23314677,CHEMBL4844926,Cmax,8326.25,nM,CHEMBL4842381
NIMODIPINE,CHEMBL1428,CHEMBL372,Homo sapiens,18052124,CHEMBL4011675,Cmax,195.0,nM,CHEMBL4011582
NIMORAZOLE,CHEMBL435966,CHEMBL613589,Plasma,18169116,CHEMBL4037205,Cmax,1210000.0,nM,CHEMBL4033777
NIMORAZOLE,CHEMBL435966,CHEMBL612558,ADMET,18169132,CHEMBL4037213,Cmax,91000.0,nM,CHEMBL4033777
NIRAPARIB,CHEMBL1094636,CHEMBL372,Homo sapiens,15005653,CHEMBL3374524,Cmax,2000.0,nM,CHEMBL3352686
NIRMATRELVIR,CHEMBL4802135,CHEMBL612558,ADMET,25096922,CHEMBL5260267,Cmax,5048.75,nM,CHEMBL5257128
NIRMATRELVIR,CHEMBL4802135,CHEMBL612558,ADMET,25096923,CHEMBL5260268,Cmax,19272.12,nM,CHEMBL5257128
NIRMATRELVIR,CHEMBL4802135,CHEMBL612558,ADMET,25458806,CHEMBL5321010,Cmax,2720.0,nM,CHEMBL5316373
NIRMATRELVIR,CHEMBL4802135,CHEMBL612558,ADMET,25458810,CHEMBL5321011,Cmax,2140.0,nM,CHEMBL5316373
NISOLDIPINE,CHEMBL1726,CHEMBL372,Homo sapiens,18052147,CHEMBL4011675,Cmax,12.9,nM,CHEMBL4011582
NORFLOXACIN,CHEMBL9,CHEMBL612558,ADMET,19051724,CHEMBL4354987,Cmax,4697.19,nM,CHEMBL4354782
OBETICHOLIC ACID,CHEMBL566315,CHEMBL375,Mus musculus,18373591,CHEMBL4143946,Cmax,1543.0,nM,CHEMBL4138253
OBETICHOLIC ACID,CHEMBL566315,CHEMBL375,Mus musculus,18373595,CHEMBL4143948,Cmax,838.0,nM,CHEMBL4138253
OFLOXACIN,CHEMBL4,CHEMBL375,Mus musculus,1835650,CHEMBL917963,Cmax,4704.32,nM,CHEMBL1142211
OFLOXACIN,CHEMBL4,CHEMBL376,Rattus norvegicus,12040192,CHEMBL2149087,Cmax,30162.99,nM,CHEMBL2146426
OFLOXACIN,CHEMBL4,CHEMBL372,Homo sapiens,17805989,CHEMBL3889400,Cmax,4150.87,nM,CHEMBL3832025
OFLOXACIN,CHEMBL4,CHEMBL372,Homo sapiens,17805991,CHEMBL3889400,Cmax,6641.39,nM,CHEMBL3832025
OFLOXACIN,CHEMBL4,CHEMBL372,Homo sapiens,17805993,CHEMBL3889400,Cmax,8025.02,nM,CHEMBL3832025
OFLOXACIN,CHEMBL4,CHEMBL372,Homo sapiens,17805997,CHEMBL3889401,Cmax,6087.94,nM,CHEMBL3832025
OFLOXACIN,CHEMBL4,CHEMBL372,Homo sapiens,17805998,CHEMBL3889401,Cmax,9962.09,nM,CHEMBL3832025
OFLOXACIN,CHEMBL4,CHEMBL372,Homo sapiens,17805999,CHEMBL3889401,Cmax,12729.34,nM,CHEMBL3832025
OFLOXACIN,CHEMBL4,CHEMBL612558,ADMET,19051725,CHEMBL4354987,Cmax,13282.78,nM,CHEMBL4354782
OLAPARIB,CHEMBL521686,CHEMBL372,Homo sapiens,15005666,CHEMBL3373930,Cmax,5984.3,nM,CHEMBL3352686
OLAPARIB,CHEMBL521686,CHEMBL376,Rattus norvegicus,16475415,CHEMBL3767722,Cmax,1005.82,nM,CHEMBL3763037
OLAPARIB,CHEMBL521686,CHEMBL376,Rattus norvegicus,18307729,CHEMBL4131060,Cmax,28287.34,nM,CHEMBL4130350
OLAPARIB,CHEMBL521686,CHEMBL376,Rattus norvegicus,18307730,CHEMBL4131061,Cmax,5972.79,nM,CHEMBL4130350
OMBITASVIR,CHEMBL3127326,CHEMBL372,Homo sapiens,13950149,CHEMBL3132172,Cmax,6.375,nM,CHEMBL3124779
OMBITASVIR,CHEMBL3127326,CHEMBL373,Canis familiaris,13952813,CHEMBL3130264,Cmax,715.78,nM,CHEMBL3124779
OMBITASVIR,CHEMBL3127326,CHEMBL614875,Rhesus monkey,13952842,CHEMBL3130257,Cmax,324.34,nM,CHEMBL3124779
OMBITASVIR,CHEMBL3127326,CHEMBL376,Rattus norvegicus,13952930,CHEMBL3130271,Cmax,11.18,nM,CHEMBL3124779
OMBITASVIR,CHEMBL3127326,CHEMBL375,Mus musculus,18476272,CHEMBL4183581,Cmax,636.0,nM,CHEMBL4177761
OMBITASVIR,CHEMBL3127326,CHEMBL375,Mus musculus,18538353,CHEMBL4196935,Cmax,652.37,nM,CHEMBL4196017
OMBITASVIR,CHEMBL3127326,CHEMBL373,Canis familiaris,18538365,CHEMBL4196939,Cmax,17.54,nM,CHEMBL4196017
OMBITASVIR,CHEMBL3127326,CHEMBL612558,ADMET,19268971,CHEMBL4406207,Cmax,652.03,nM,CHEMBL4402601
OMEPRAZOLE,CHEMBL1503,CHEMBL612558,ADMET,5184204,CHEMBL1652870,Cmax,20000.0,nM,CHEMBL1649554
OMEPRAZOLE,CHEMBL1503,CHEMBL372,Homo sapiens,17806280,CHEMBL3889418,Cmax,833.77,nM,CHEMBL3832049
OMEPRAZOLE,CHEMBL1503,CHEMBL372,Homo sapiens,17806282,CHEMBL3889418,Cmax,1433.04,nM,CHEMBL3832049
OMEPRAZOLE,CHEMBL1503,CHEMBL372,Homo sapiens,17806284,CHEMBL3889418,Cmax,1933.88,nM,CHEMBL3832049
OMEPRAZOLE,CHEMBL1503,CHEMBL372,Homo sapiens,17806285,CHEMBL3889420,Cmax,4220.95,nM,CHEMBL3832049
OMEPRAZOLE,CHEMBL1503,CHEMBL372,Homo sapiens,17806287,CHEMBL3889420,Cmax,1560.42,nM,CHEMBL3832049
OMEPRAZOLE,CHEMBL1503,CHEMBL372,Homo sapiens,17806290,CHEMBL3889420,Cmax,2463.67,nM,CHEMBL3832049
ONDANSETRON,CHEMBL46,CHEMBL372,Homo sapiens,12064134,CHEMBL2154113,Cmax,130.0,nM,CHEMBL2150997
ORPHENADRINE,CHEMBL900,CHEMBL372,Homo sapiens,12064133,CHEMBL2154113,Cmax,310.0,nM,CHEMBL2150997
OSELTAMIVIR,CHEMBL1229,CHEMBL612558,ADMET,1511847,CHEMBL838872,Cmax,5281.52,nM,CHEMBL1139539
OSELTAMIVIR,CHEMBL1229,CHEMBL613621,Cerebrospinal fluid,5313611,CHEMBL1695291,Cmax,2948.05,nM,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613652,Plasma,5313612,CHEMBL1695837,Cmax,40011.52,nM,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613617,Brain,5313613,CHEMBL1695836,Cmax,712.0,ng/g,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613621,Cerebrospinal fluid,5313614,CHEMBL1695835,Cmax,2871.23,nM,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613652,Plasma,5313615,CHEMBL1695834,Cmax,38411.06,nM,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613617,Brain,5313744,CHEMBL1696309,Cmax,491.0,ng/g,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613652,Plasma,5313745,CHEMBL1696341,Cmax,52175.03,nM,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613621,Cerebrospinal fluid,5313746,CHEMBL1696342,Cmax,3585.03,nM,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL613617,Brain,5313747,CHEMBL1696343,Cmax,2310.0,ng/g,CHEMBL1687750
OSELTAMIVIR,CHEMBL1229,CHEMBL375,Mus musculus,15246507,CHEMBL3429475,Cmax,13500.0,nM,CHEMBL3425436
OSELTAMIVIR,CHEMBL1229,CHEMBL372,Homo sapiens,15460252,CHEMBL3538252,Cmax,323.29,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL372,Homo sapiens,15460268,CHEMBL3536303,Cmax,396.91,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460274,CHEMBL3536300,Cmax,33289.59,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460280,CHEMBL3536297,Cmax,25575.37,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460286,CHEMBL3536294,Cmax,33609.68,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460292,CHEMBL3536291,Cmax,19653.66,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460302,CHEMBL3536286,Cmax,2964.05,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460312,CHEMBL3532990,Cmax,4577.32,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460322,CHEMBL3530175,Cmax,4065.17,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460330,CHEMBL3530171,Cmax,6625.91,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460338,CHEMBL3530167,Cmax,5217.5,nM,CHEMBL3526035
OSELTAMIVIR,CHEMBL1229,CHEMBL376,Rattus norvegicus,15460346,CHEMBL3530163,Cmax,5409.56,nM,CHEMBL3526035
OSIMERTINIB,CHEMBL3353410,CHEMBL375,Mus musculus,15077824,CHEMBL3389049,Cmax,380.0,nM,CHEMBL3351341
OSIMERTINIB,CHEMBL3353410,CHEMBL376,Rattus norvegicus,18248539,CHEMBL4053832,Cmax,222.17,nM,CHEMBL4052618
OSIMERTINIB,CHEMBL3353410,CHEMBL612558,ADMET,22814460,CHEMBL4714450,Cmax,162.92,nM,CHEMBL4706705
OSIMERTINIB,CHEMBL3353410,CHEMBL612558,ADMET,22814472,CHEMBL4714457,Cmax,96.67,nM,CHEMBL4706705
OSIMERTINIB,CHEMBL3353410,CHEMBL612558,ADMET,22920146,CHEMBL4736455,Cmax,6.4,nM,CHEMBL4732150
OSIMERTINIB,CHEMBL3353410,CHEMBL612558,ADMET,22920168,CHEMBL4736477,Cmax,145.0,nM,CHEMBL4732150
OSIMERTINIB,CHEMBL3353410,CHEMBL612558,ADMET,25018400,CHEMBL5238850,Cmax,350.27,nM,CHEMBL5236603
OSIMERTINIB,CHEMBL3353410,CHEMBL612558,ADMET,25018440,CHEMBL5238852,Cmax,196.15,nM,CHEMBL5236603
OXAMNIQUINE,CHEMBL847,CHEMBL372,Homo sapiens,18158995,CHEMBL4035547,Cmax,3579.87,nM,CHEMBL4033679
OXCARBAZEPINE,CHEMBL1068,CHEMBL372,Homo sapiens,15458474,CHEMBL3530803,Cmax,2000.0,nM,CHEMBL3526003
OXCARBAZEPINE,CHEMBL1068,CHEMBL372,Homo sapiens,15458500,CHEMBL3541464,Cmax,80.0,nM,CHEMBL3526003
OXYBUTYNIN,CHEMBL1231,CHEMBL372,Homo sapiens,18052125,CHEMBL4011675,Cmax,22.0,nM,CHEMBL4011582
OXYCODONE,CHEMBL656,CHEMBL612558,ADMET,18920997,CHEMBL4323427,Cmax,50.0,nM,CHEMBL4321821
OXYCODONE,CHEMBL656,CHEMBL612558,ADMET,18920999,CHEMBL4323432,Cmax,50.0,nM,CHEMBL4321821
PACLITAXEL,CHEMBL428647,CHEMBL375,Mus musculus,13449141,CHEMBL2427522,Cmax,10600.0,nM,CHEMBL2424624
PACLITAXEL,CHEMBL428647,CHEMBL376,Rattus norvegicus,13449147,CHEMBL2428350,Cmax,20400.0,nM,CHEMBL2424624
PACLITAXEL,CHEMBL428647,CHEMBL376,Rattus norvegicus,15447854,CHEMBL3538403,Cmax,176.83,nM,CHEMBL3526049
PACLITAXEL,CHEMBL428647,CHEMBL376,Rattus norvegicus,15447855,CHEMBL3538402,Cmax,46.84,nM,CHEMBL3526049
PACLITAXEL,CHEMBL428647,CHEMBL376,Rattus norvegicus,15447856,CHEMBL3538401,Cmax,169.81,nM,CHEMBL3526049
PACLITAXEL,CHEMBL428647,CHEMBL376,Rattus norvegicus,15447857,CHEMBL3538400,Cmax,35.13,nM,CHEMBL3526049
PACLITAXEL,CHEMBL428647,CHEMBL375,Mus musculus,15628594,CHEMBL3587190,Cmax,39.93,nM,CHEMBL3585243
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,17955925,CHEMBL3993588,Cmax,4.85,nmol/g,CHEMBL3992526
PACLITAXEL,CHEMBL428647,CHEMBL372,Homo sapiens,18052166,CHEMBL4011675,Cmax,4270.0,nM,CHEMBL4011582
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,23146510,CHEMBL4809496,Cmax,1084.29,nM,CHEMBL4808186
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,23146511,CHEMBL4809497,Cmax,273.09,nM,CHEMBL4808186
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,23146512,CHEMBL4809498,Cmax,998.57,nM,CHEMBL4808186
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,23227961,CHEMBL4825984,Cmax,1468.52,nM,CHEMBL4825663
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,23228065,CHEMBL4826032,Cmax,148.96,nM,CHEMBL4825663
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,24900928,CHEMBL5160774,Cmax,1084.29,nM,CHEMBL5154779
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,24900935,CHEMBL5160781,Cmax,131.28,nM,CHEMBL5154779
PACLITAXEL,CHEMBL428647,CHEMBL612558,ADMET,24900942,CHEMBL5160788,Cmax,763.89,nM,CHEMBL5154779
PACRITINIB,CHEMBL2035187,CHEMBL373,Canis familiaris,12151302,CHEMBL2182143,Cmax,24.33,nM,CHEMBL2176955
PACRITINIB,CHEMBL2035187,CHEMBL376,Rattus norvegicus,12151306,CHEMBL2182508,Cmax,241.22,nM,CHEMBL2176955
PACRITINIB,CHEMBL2035187,CHEMBL375,Mus musculus,12151310,CHEMBL2183750,Cmax,617.87,nM,CHEMBL2176955
PANOBINOSTAT,CHEMBL483254,CHEMBL372,Homo sapiens,15656482,CHEMBL3598923,Cmax,31.0,nM,CHEMBL3596180
PANOBINOSTAT,CHEMBL483254,CHEMBL372,Homo sapiens,15656486,CHEMBL3598924,Cmax,1410.0,nM,CHEMBL3596180
PANOBINOSTAT,CHEMBL483254,CHEMBL372,Homo sapiens,15656489,CHEMBL3598925,Cmax,191.0,nM,CHEMBL3596180
PANOBINOSTAT,CHEMBL483254,CHEMBL612558,ADMET,19014329,CHEMBL4346329,Cmax,331.97,nM,CHEMBL4342521
PANOBINOSTAT,CHEMBL483254,CHEMBL612558,ADMET,24401589,CHEMBL5043890,Cmax,331.97,nM,CHEMBL5042504
PANTOPRAZOLE,CHEMBL1502,CHEMBL372,Homo sapiens,12636090,CHEMBL2320289,Cmax,5450.0,nM,CHEMBL2311273
ACETAMINOPHEN,CHEMBL112,CHEMBL372,Homo sapiens,16534895,CHEMBL3788526,Cmax,117094.47,nM,CHEMBL3785018
ACETAMINOPHEN,CHEMBL112,CHEMBL372,Homo sapiens,17805888,CHEMBL3889380,Cmax,27785.13,nM,CHEMBL3832060
PAROXETINE,CHEMBL490,CHEMBL372,Homo sapiens,2301674,CHEMBL1002563,Cmax,103.23,nM,CHEMBL1137661
PAROXETINE,CHEMBL490,CHEMBL372,Homo sapiens,2301675,CHEMBL1005060,Cmax,51.61,nM,CHEMBL1137661
PENCICLOVIR,CHEMBL1540,CHEMBL372,Homo sapiens,5156077,CHEMBL1657661,Cmax,13464.42,nM,CHEMBL1649203
PENCICLOVIR,CHEMBL1540,CHEMBL372,Homo sapiens,5156078,CHEMBL1657660,Cmax,10976.86,nM,CHEMBL1649203
PENCICLOVIR,CHEMBL1540,CHEMBL372,Homo sapiens,5156079,CHEMBL1657659,Cmax,12082.44,nM,CHEMBL1649203
PENCICLOVIR,CHEMBL1540,CHEMBL372,Homo sapiens,17806057,CHEMBL3889387,Cmax,13030.09,nM,CHEMBL3832035
PENCICLOVIR,CHEMBL1540,CHEMBL372,Homo sapiens,17806069,CHEMBL3889387,Cmax,6317.62,nM,CHEMBL3832035
PENCICLOVIR,CHEMBL1540,CHEMBL372,Homo sapiens,17806070,CHEMBL3889387,Cmax,3158.81,nM,CHEMBL3832035
PENCICLOVIR,CHEMBL1540,CHEMBL372,Homo sapiens,17806075,CHEMBL3889387,Cmax,26060.18,nM,CHEMBL3832035
PENTAMIDINE,CHEMBL55,CHEMBL372,Homo sapiens,15656524,CHEMBL3598943,Cmax,900.0,nM,CHEMBL3596180
PENTOSTATIN,CHEMBL1580,CHEMBL375,Mus musculus,372607,CHEMBL623313,Cmax,45476.57,nM,CHEMBL1136651
PERAMPANEL,CHEMBL1214124,CHEMBL376,Rattus norvegicus,12199695,CHEMBL2212292,Cmax,486.56,nM,CHEMBL2203113
PHENOBARBITAL,CHEMBL40,CHEMBL372,Homo sapiens,16541666,CHEMBL3788620,Cmax,23682.4,nM,CHEMBL3785015
PHENOXYBENZAMINE,CHEMBL753,CHEMBL372,Homo sapiens,18052126,CHEMBL4011675,Cmax,197.0,nM,CHEMBL4011582
PHENTOLAMINE,CHEMBL597,CHEMBL372,Homo sapiens,18052127,CHEMBL4011675,Cmax,86.0,nM,CHEMBL4011582
PIBRENTASVIR,CHEMBL3545123,CHEMBL375,Mus musculus,18476275,CHEMBL4183581,Cmax,1140.0,nM,CHEMBL4177761
PIBRENTASVIR,CHEMBL3545123,CHEMBL376,Rattus norvegicus,18476360,CHEMBL4183610,Cmax,250.0,nM,CHEMBL4177761
PIBRENTASVIR,CHEMBL3545123,CHEMBL373,Canis familiaris,18476366,CHEMBL4183616,Cmax,562.0,nM,CHEMBL4177761
PIBRENTASVIR,CHEMBL3545123,CHEMBL614875,Rhesus monkey,18476372,CHEMBL4183622,Cmax,260.0,nM,CHEMBL4177761
PIBRENTASVIR,CHEMBL3545123,CHEMBL612558,ADMET,22893248,CHEMBL4730020,Cmax,366.51,nM,CHEMBL4725393
PIBRENTASVIR,CHEMBL3545123,CHEMBL612558,ADMET,22893380,CHEMBL4730032,Cmax,304.53,nM,CHEMBL4725393
PIBRENTASVIR,CHEMBL3545123,CHEMBL612558,ADMET,22893398,CHEMBL4730034,Cmax,214.7,nM,CHEMBL4725393
PIBRENTASVIR,CHEMBL3545123,CHEMBL612558,ADMET,22893400,CHEMBL4730036,Cmax,304.53,nM,CHEMBL4725393
PIBRENTASVIR,CHEMBL3545123,CHEMBL612558,ADMET,22893436,CHEMBL4730038,Cmax,251.53,nM,CHEMBL4725393
PIOGLITAZONE,CHEMBL595,CHEMBL612558,ADMET,976789,CHEMBL639944,Cmax,13087.39,nM,CHEMBL1135600
PIOGLITAZONE,CHEMBL595,CHEMBL372,Homo sapiens,18052148,CHEMBL4011675,Cmax,2946.0,nM,CHEMBL4011582
PIPERAQUINE,CHEMBL303933,CHEMBL372,Homo sapiens,5173256,CHEMBL1666753,Cmax,1060.65,nM,CHEMBL1649570
PIRACETAM,CHEMBL36715,CHEMBL376,Rattus norvegicus,13366819,CHEMBL2404788,Cmax,1093.13,nM,CHEMBL2401693
PIRFENIDONE,CHEMBL1256391,CHEMBL612558,ADMET,22422875,CHEMBL4673960,Cmax,5506.67,nM,CHEMBL4673208
PIRFENIDONE,CHEMBL1256391,CHEMBL612558,ADMET,24811913,CHEMBL5137152,Cmax,5436.48,nM,CHEMBL5136958
PIRFENIDONE,CHEMBL1256391,CHEMBL612558,ADMET,24811915,CHEMBL5137154,Cmax,27387.57,nM,CHEMBL5136958
PIROXICAM,CHEMBL527,CHEMBL376,Rattus norvegicus,850954,CHEMBL621952,Cmax,47.8,nmol/g,CHEMBL1132541
PLERIXAFOR,CHEMBL18442,CHEMBL375,Mus musculus,18127138,CHEMBL4028351,Cmax,12330.95,nM,CHEMBL4024793
PODOFILOX,CHEMBL61,CHEMBL612558,ADMET,24816770,CHEMBL5138826,Cmax,8518.13,nM,CHEMBL5137013
