n_estimators,Target,Features,ROC AUC
160,Resp,5916,0.6556969026548672
170,Resp,5916,0.6116334808259587
180,Resp,5916,0.6265671091445427
190,Resp,5916,0.6374446902654868
200,Resp,5916,0.6458333333333334
210,Resp,5916,0.650811209439528
220,Resp,5916,0.659476401179941
230,Resp,5916,0.6442662241887905
240,Resp,5916,0.6297013274336284
250,Resp,5916,0.6485066371681415
260,Resp,5916,0.6175331858407079
270,Resp,5916,0.6546828908554572
280,Resp,5916,0.646386430678466
290,Resp,5916,0.6186393805309734
300,Resp,5916,0.6372603244837758
310,Resp,5916,0.6556969026548674
320,Resp,5916,0.6719210914454277
330,Resp,5916,0.6194690265486726
340,Resp,5916,0.6243547197640118
350,Resp,5916,0.6317293510324484
360,Resp,5916,0.6245390855457227
370,Resp,5916,0.6539454277286136
380,Resp,5916,0.6781895280235988
390,Resp,5916,0.6178097345132744
400,Resp,5916,0.6575405604719764
10,Skin,5916,0.6863938053097345
20,Skin,5916,0.676622418879056
30,Skin,5916,0.6566187315634219
40,Skin,5916,0.6537610619469026
50,Skin,5916,0.6457411504424779
60,Skin,5916,0.6351401179941003
70,Skin,5916,0.6737647492625369
80,Skin,5916,0.6794800884955752
90,Skin,5916,0.6568952802359882
100,Skin,5916,0.6690634218289085
110,Skin,5916,0.6710914454277286
120,Skin,5916,0.6676806784660767
130,Skin,5916,0.6391961651917404
140,Skin,5916,0.6575405604719764
150,Skin,5916,0.6319137168141593
160,Skin,5916,0.6456489675516225
170,Skin,5916,0.6602138643067846
180,Skin,5916,0.6425147492625369
190,Skin,5916,0.6567109144542773
200,Skin,5916,0.6381821533923304
210,Skin,5916,0.65726401179941
220,Skin,5916,0.6474004424778761
230,Skin,5916,0.672382005899705
240,Skin,5916,0.6559734513274336
250,Skin,5916,0.6543141592920354
260,Skin,5916,0.6634402654867256
270,Skin,5916,0.6545907079646018
280,Skin,5916,0.6720132743362832
290,Skin,5916,0.6536688790560472
300,Skin,5916,0.6491519174041298
310,Skin,5916,0.6450036873156342
320,Skin,5916,0.648783185840708
330,Skin,5916,0.6635324483775811
340,Skin,5916,0.6483222713864307
350,Skin,5916,0.6509955752212389
360,Skin,5916,0.6502581120943953
370,Skin,5916,0.6528392330383481
380,Skin,5916,0.6561578171091444
390,Skin,5916,0.6544985250737463
400,Skin,5916,0.6648230088495575
10,Vasc,5916,0.5713427197802197
20,Vasc,5916,0.6537603021978021
30,Vasc,5916,0.6482657967032968
40,Vasc,5916,0.6249141483516484
50,Vasc,5916,0.6401957417582418
60,Vasc,5916,0.6541037087912087
70,Vasc,5916,0.6766826923076923
80,Vasc,5916,0.651098901098901
90,Vasc,5916,0.654790521978022
100,Vasc,5916,0.6347012362637362
110,Vasc,5916,0.6437156593406593
120,Vasc,5916,0.6611435439560439
130,Vasc,5916,0.6499828296703295
140,Vasc,5916,0.6410542582417582
150,Vasc,5916,0.655992445054945
160,Vasc,5916,0.6516998626373627
170,Vasc,5916,0.6338427197802198
180,Vasc,5916,0.6552197802197802
190,Vasc,5916,0.6322115384615385
200,Vasc,5916,0.6577094780219779
210,Vasc,5916,0.6392513736263736
220,Vasc,5916,0.6496394230769231
230,Vasc,5916,0.6476648351648352
240,Vasc,5916,0.6559065934065933
250,Vasc,5916,0.6400240384615384
260,Vasc,5916,0.6563358516483516
270,Vasc,5916,0.6558207417582417
280,Vasc,5916,0.6539320054945055
290,Vasc,5916,0.6652644230769231
300,Vasc,5916,0.6443166208791209
310,Vasc,5916,0.646978021978022
320,Vasc,5916,0.6380494505494505
330,Vasc,5916,0.6320398351648352
340,Vasc,5916,0.6421703296703296
350,Vasc,5916,0.6605425824175825
360,Vasc,5916,0.6740212912087912
370,Vasc,5916,0.6481799450549451
380,Vasc,5916,0.6588255494505495
390,Vasc,5916,0.6607142857142858
400,Vasc,5916,0.6401098901098902
