Iteration,Target,Features,ROC AUC
4,Psych,4311,0.8833563854310742
5,Psych,3879,0.9022591055786077
6,Psych,3491,0.9068695251267866
7,Psych,3141,0.8750576302443522
8,Psych,2826,0.904794836330106
9,Psych,2543,0.909174734900876
10,Psych,2288,0.9054863992623329
11,Psych,2059,0.9031811894882434
12,Psych,1853,0.8907330567081604
13,Psych,1667,0.9022591055786076
14,Psych,1500,0.9022591055786077
15,Psych,1350,0.8939603503918857
16,Psych,1215,0.9077916090364223
17,Psych,1093,0.8501613646841861
18,Psych,983,0.8865836791147994
19,Psych,884,0.88427846934071
20,Psych,795,0.8810511756569848
21,Psych,715,0.8893499308437067
22,Psych,643,0.8810511756569848
23,Psych,578,0.8395573997233747
24,Psych,520,0.8457814661134162
25,Psych,468,0.8833563854310742
26,Psych,421,0.8838174273858921
27,Psych,378,0.863531581373905
28,Psych,340,0.8400184416781927
29,Psych,306,0.8755186721991701
30,Psych,275,0.8672199170124482
31,Psych,247,0.8805901337021669
32,Psych,222,0.8745965882895343
33,Psych,199,0.8713692946058091
34,Psych,179,0.8732134624250807
35,Psych,161,0.863531581373905
36,Psych,144,0.8667588750576303
37,Psych,129,0.8358690640848316
38,Psych,116,0.871830336560627
39,Psych,104,0.8828953434762563
40,Psych,93,0.8815122176118028
41,Psych,83,0.863992623328723
42,Psych,74,0.8769017980636238
43,Psych,66,0.8815122176118027
44,Psych,59,0.8787459658828953
45,Psych,53,0.8796680497925311
46,Psych,47,0.8741355463347165
47,Psych,42,0.7780082987551867
48,Psych,37,0.7743199631166436
49,Psych,33,0.7738589211618258
50,Psych,29,0.7752420470262793
1,Renal,5916,0.6041666666666667
2,Renal,5324,0.5922750737463126
3,Renal,4791,0.5781710914454278
4,Renal,4311,0.578816371681416
5,Renal,3879,0.6120022123893805
6,Renal,3491,0.5737463126843658
7,Renal,3141,0.6248156342182891
8,Renal,2826,0.5982669616519174
9,Renal,2543,0.5932890855457228
10,Renal,2288,0.5924594395280237
11,Renal,2059,0.6254609144542773
12,Renal,1853,0.601216814159292
13,Renal,1667,0.6079461651917405
14,Renal,1500,0.5948561946902655
15,Renal,1350,0.5992809734513274
16,Renal,1215,0.6171644542772861
17,Renal,1093,0.6619653392330384
18,Renal,983,0.630623156342183
19,Renal,884,0.6362463126843658
20,Renal,795,0.6344948377581121
21,Renal,715,0.6488753687315634
22,Renal,643,0.6351401179941002
23,Renal,578,0.6328355457227138
24,Renal,520,0.6191002949852508
25,Renal,468,0.6200221238938054
26,Renal,421,0.6253687315634219
27,Renal,378,0.6170722713864307
28,Renal,340,0.6274889380530974
29,Renal,306,0.6236172566371682
30,Renal,275,0.6441740412979351
31,Renal,247,0.6323746312684366
32,Renal,222,0.6291482300884956
33,Renal,199,0.6138458702064897
34,Renal,179,0.6200221238938053
35,Renal,161,0.629424778761062
36,Renal,144,0.6145833333333334
37,Renal,129,0.654037610619469
38,Renal,116,0.6099741887905605
39,Renal,104,0.6371681415929203
40,Renal,93,0.6437131268436578
41,Renal,83,0.6495206489675517
42,Renal,74,0.6267514749262536
43,Renal,66,0.6096054572271387
44,Renal,59,0.6132005899705014
45,Renal,53,0.6124631268436578
46,Renal,47,0.5985435103244837
47,Renal,42,0.597160766961652
48,Renal,37,0.5695980825958702
49,Renal,33,0.582872418879056
50,Renal,29,0.6113569321533923
1,Repro,5916,0.7508837596173841
2,Repro,5324,0.7675192347681432
3,Repro,4791,0.7750051985859847
4,Repro,4311,0.7875857766687462
5,Repro,3879,0.7695986691619879
6,Repro,3491,0.7830110210022873
7,Repro,3141,0.7843626533582866
8,Repro,2826,0.7589935537533791
9,Repro,2543,0.7663755458515283
10,Repro,2288,0.7828030775629029
11,Repro,2059,0.7665834892909129
12,Repro,1853,0.759825327510917
13,Repro,1667,0.7819713038053648
14,Repro,1500,0.7844666250779789
15,Repro,1350,0.78498648367644
16,Repro,1215,0.7727178207527553
17,Repro,1093,0.7881056352672073
18,Repro,983,0.7787481804949054
19,Repro,884,0.7757330006238303
20,Repro,795,0.7943439384487418
21,Repro,715,0.7566022042004575
22,Repro,643,0.7519234768143065
23,Repro,578,0.7784362653358287
24,Repro,520,0.7546267415263048
25,Repro,468,0.7782283218964441
26,Repro,421,0.791432730297359
27,Repro,378,0.784570596797671
28,Repro,340,0.7841547099189021
29,Repro,306,0.786650031191516
30,Repro,275,0.7654398003742984
31,Repro,247,0.7700145560407571
32,Repro,222,0.7658556872530671
33,Repro,199,0.7646080266167602
34,Repro,179,0.7639841962986067
35,Repro,161,0.7442295695570805
36,Repro,144,0.7660636306924516
37,Repro,129,0.7762528592222917
38,Repro,116,0.7669993761696818
39,Repro,104,0.7923684757745891
40,Repro,93,0.7966313162819713
41,Repro,83,0.7998544395924309
42,Repro,74,0.7654398003742983
43,Repro,66,0.776876689540445
44,Repro,59,0.769182782283219
45,Repro,53,0.7993345809939696
46,Repro,47,0.7302973591183198
47,Repro,42,0.7442295695570804
48,Repro,37,0.7398627573300063
49,Repro,33,0.7013932210438761
50,Repro,29,0.6942191723851113
1,Resp,5916,0.6458333333333334
2,Resp,5324,0.644542772861357
3,Resp,4791,0.647953539823009
4,Resp,4311,0.6329277286135693
5,Resp,3879,0.6182706489675517
6,Resp,3491,0.6339417404129793
7,Resp,3141,0.6353244837758113
8,Resp,2826,0.6427912979351033
9,Resp,2543,0.6622418879056047
10,Resp,2288,0.6252765486725664
11,Resp,2059,0.6395648967551623
12,Resp,1853,0.639933628318584
13,Resp,1667,0.6313606194690266
14,Resp,1500,0.6438974926253688
15,Resp,1350,0.6287794985250738
16,Resp,1215,0.6284107669616519
17,Resp,1093,0.6541297935103245
18,Resp,983,0.6193768436578171
19,Resp,884,0.6025073746312685
20,Resp,795,0.615136430678466
21,Resp,715,0.6020464601769911
22,Resp,643,0.6400258112094396
23,Resp,578,0.6288716814159292
24,Resp,520,0.6317293510324484
25,Resp,468,0.6323746312684365
26,Resp,421,0.6409476401179941
27,Resp,378,0.6434365781710913
28,Resp,340,0.6432522123893806
29,Resp,306,0.6074852507374631
30,Resp,275,0.6102507374631269
31,Resp,247,0.6058259587020649
32,Resp,222,0.6218657817109146
33,Resp,199,0.6532079646017699
34,Resp,179,0.6578171091445428
35,Resp,161,0.6112647492625368
36,Resp,144,0.6091445427728613
37,Resp,129,0.6670353982300885
38,Resp,116,0.657448377581121
39,Resp,104,0.6614122418879057
40,Resp,93,0.6772676991150443
41,Resp,83,0.6284107669616519
42,Resp,74,0.6534845132743363
43,Resp,66,0.6515486725663718
44,Resp,59,0.6546828908554573
45,Resp,53,0.6778207964601769
46,Resp,47,0.6861172566371682
47,Resp,42,0.6934918879056047
48,Resp,37,0.6348635693215339
49,Resp,33,0.6274889380530972
50,Resp,29,0.5810287610619469
1,Skin,5916,0.6381821533923304
2,Skin,5324,0.6595685840707965
3,Skin,4791,0.641132005899705
4,Skin,4311,0.6617809734513274
5,Skin,3879,0.6530235988200591
6,Skin,3491,0.6427912979351033
7,Skin,3141,0.6469395280235988
8,Skin,2826,0.6392883480825958
9,Skin,2543,0.6259218289085546
10,Skin,2288,0.6427912979351033
11,Skin,2059,0.6615044247787611
12,Skin,1853,0.6568952802359882
13,Skin,1667,0.6440818584070797
14,Skin,1500,0.6378134218289085
15,Skin,1350,0.6454646017699115
16,Skin,1215,0.6528392330383481
17,Skin,1093,0.6249078171091444
18,Skin,983,0.6582780235988202
19,Skin,884,0.6479535398230089
20,Skin,795,0.6505346607669616
21,Skin,715,0.6422382005899705
22,Skin,643,0.6467551622418879
23,Skin,578,0.6458333333333334
24,Skin,520,0.6533001474926254
25,Skin,468,0.6268436578171092
26,Skin,421,0.6493362831858407
27,Skin,378,0.6414085545722714
28,Skin,340,0.634679203539823
29,Skin,306,0.6367994100294985
30,Skin,275,0.6235250737463127
31,Skin,247,0.6300700589970502
32,Skin,222,0.6242625368731562
33,Skin,199,0.6269358407079646
34,Skin,179,0.6359697640117994
35,Skin,161,0.6256452802359882
36,Skin,144,0.6233407079646017
37,Skin,129,0.6120022123893805
38,Skin,116,0.6147676991150443
39,Skin,104,0.5933812684365782
40,Skin,93,0.59476401179941
41,Skin,83,0.6040744837758112
42,Skin,74,0.5972529498525073
43,Skin,66,0.5802912979351033
44,Skin,59,0.5707964601769911
45,Skin,53,0.572363569321534
46,Skin,47,0.5899705014749262
47,Skin,42,0.5766961651917405
48,Skin,37,0.5686762536873156
49,Skin,33,0.5960545722713865
50,Skin,29,0.5703355457227138
1,Vasc,5916,0.6577094780219779
2,Vasc,5324,0.6559065934065933
3,Vasc,4791,0.6602850274725276
4,Vasc,4311,0.6462053571428572
5,Vasc,3879,0.6580528846153847
6,Vasc,3491,0.6402815934065935
7,Vasc,3141,0.6333276098901099
8,Vasc,2826,0.6576236263736264
9,Vasc,2543,0.6318681318681318
10,Vasc,2288,0.6215659340659341
11,Vasc,2059,0.6398523351648352
12,Vasc,1853,0.609632554945055
13,Vasc,1667,0.6251717032967032
14,Vasc,1500,0.6254292582417582
15,Vasc,1350,0.6364182692307692
16,Vasc,1215,0.6401957417582417
17,Vasc,1093,0.649896978021978
18,Vasc,983,0.6224244505494506
19,Vasc,884,0.6128090659340659
20,Vasc,795,0.6324690934065934
21,Vasc,715,0.6218234890109889
22,Vasc,643,0.6170157967032968
23,Vasc,578,0.6014766483516483
24,Vasc,520,0.6319539835164835
25,Vasc,468,0.6070570054945055
26,Vasc,421,0.6419127747252747
27,Vasc,378,0.6548763736263735
28,Vasc,340,0.6427712912087912
29,Vasc,306,0.6580528846153846
30,Vasc,275,0.643801510989011
31,Vasc,247,0.6497252747252747
32,Vasc,222,0.6350446428571428
33,Vasc,199,0.6658653846153846
34,Vasc,179,0.6463770604395604
35,Vasc,161,0.656507554945055
36,Vasc,144,0.6352163461538463
37,Vasc,129,0.6405391483516484
38,Vasc,116,0.6400240384615384
39,Vasc,104,0.6468921703296704
40,Vasc,93,0.6263736263736264
41,Vasc,83,0.6328125000000001
42,Vasc,74,0.5922046703296703
43,Vasc,66,0.5874828296703296
44,Vasc,59,0.5655906593406593
45,Vasc,53,0.5926339285714285
46,Vasc,47,0.6152987637362637
47,Vasc,42,0.6106627747252747
48,Vasc,37,0.5782967032967032
49,Vasc,33,0.6016483516483517
50,Vasc,29,0.5930631868131868
